timestamp(ms),Detected_R_wave,Pace,ECG_amp,ECG_comp,
"1742502896.26",,"0",,,
"1742502896.261",,,"2.1",,
"1742502896.263",,,,"0",
"1742502896.264","0",,,,
"1742502896.265",,"0",,,
"1742502896.266",,,"2.1",,
"1742502896.267",,,,"0",
"1742502896.269","0",,,,
"1742502896.27",,"0",,,
"1742502896.271",,,"2.11",,
"1742502896.273",,,,"0",
"1742502896.274","0",,,,
"1742502896.275",,"0",,,
"1742502896.277",,,"2.11",,
"1742502896.278",,,,"0",
"1742502896.281","0","0",,,
"1742502896.283",,,"2.12","0",
"1742502896.285","0",,,,
"1742502896.286",,"0",,,
"1742502896.287",,,"2.12",,
"1742502896.288",,,,"0",
"1742502896.29","0",,,,
"1742502896.291",,"0",,,
"1742502896.292",,,"2.12",,
"1742502896.296","0","0",,"0",
"1742502896.297",,,"2.13",,
"1742502896.299",,,,"0",
"1742502896.3","0",,,,
"1742502896.301",,"0",,,
"1742502896.302",,,"2.14",,
"1742502896.304",,,,"0",
"1742502896.306","0","0",,,
"1742502896.308",,,"2.13",,
"1742502896.309",,,,"0",
"1742502896.311","0",,,,
"1742502896.312",,"0",,,
"1742502896.313",,,"2.14",,
"1742502896.314",,,,"0",
"1742502896.316","0",,,,
"1742502896.317",,"0",,,
"1742502896.318",,,"2.13",,
"1742502896.32",,,,"0",
"1742502896.321","0",,,,
"1742502896.322",,"0",,,
"1742502896.323",,,"2.14",,
"1742502896.325",,,,"0",
"1742502896.326","0",,,,
"1742502896.327",,"0",,,
"1742502896.328",,,"2.15",,
"1742502896.33",,,,"0",
"1742502896.331","0",,,,
"1742502896.332",,"0",,,
"1742502896.334",,,"2.15",,
"1742502896.335",,,,"0",
"1742502896.337","0","0",,,
"1742502896.339",,,"2.15",,
"1742502896.34",,,,"0",
"1742502896.342","0",,,,
"1742502896.343",,"0",,,
"1742502896.344",,,"2.16",,
"1742502896.345",,,,"0",
"1742502896.347","0",,,,
"1742502896.348",,"0",,,
"1742502896.349",,,"2.16",,
"1742502896.351",,,,"0",
"1742502896.352","0",,,,
"1742502896.353",,"0",,,
"1742502896.354",,,"2.16",,
"1742502896.356",,,,"0",
"1742502896.357","0",,,,
"1742502896.358",,"0",,,
"1742502896.359",,,"2.15",,
"1742502896.361",,,,"0",
"1742502896.363","0","0",,,
"1742502896.365",,,"2.16",,
"1742502896.366",,,,"0",
"1742502896.368","0",,,,
"1742502896.369",,"0",,,
"1742502896.37",,,"2.16",,
"1742502896.371",,,,"0",
"1742502896.373","0",,,,
"1742502896.374",,"0",,,
"1742502896.375",,,"2.16",,
"1742502896.377",,,,"0",
"1742502896.378","0",,,,
"1742502896.379",,"0",,,
"1742502896.38",,,"2.17",,
"1742502896.382",,,,"0",
"1742502896.383","0",,,,
"1742502896.384",,"0",,,
"1742502896.385",,,"2.16",,
"1742502896.387",,,,"0",
"1742502896.389","0","0",,,
"1742502896.391",,,"2.16",,
"1742502896.392",,,,"0",
"1742502896.394","0",,,,
"1742502896.395",,"0",,,
"1742502896.396",,,"2.16",,
"1742502896.397",,,,"0",
"1742502896.399","0",,,,
"1742502896.4",,"0",,,
"1742502896.401",,,"2.16",,
"1742502896.402",,,,"0",
"1742502896.404","0",,,,
"1742502896.405",,"0",,,
"1742502896.406",,,"2.16",,
"1742502896.408",,,,"0",
"1742502896.409","0",,,,
"1742502896.41",,"0",,,
"1742502896.411",,,"2.17",,
"1742502896.413",,,,"0",
"1742502896.415","0","0",,,
"1742502896.417",,,"2.17",,
"1742502896.418",,,,"0",
"1742502896.42","0",,,,
"1742502896.421",,"0",,,
"1742502896.422",,,"2.17",,
"1742502896.423",,,,"0",
"1742502896.425","0",,,,
"1742502896.426",,"0",,,
"1742502896.427",,,"2.17",,
"1742502896.429",,,,"0",
"1742502896.43","0",,,,
"1742502896.431",,"0",,,
"1742502896.432",,,"2.18",,
"1742502896.434",,,,"0",
"1742502896.435","0",,,,
"1742502896.436",,"0",,,
"1742502896.437",,,"2.17",,
"1742502896.439",,,,"0",
"1742502896.44","0",,,,
"1742502896.441",,"0",,,
"1742502896.443",,,"2.18",,
"1742502896.444",,,,"0",
"1742502896.446","0",,,,
"1742502896.447",,"0",,,
"1742502896.448",,,"2.18",,
"1742502896.449",,,,"0",
"1742502896.451","0",,,,
"1742502896.452",,"0",,,
"1742502896.453",,,"2.18",,
"1742502896.454",,,,"0",
"1742502896.456","0",,,,
"1742502896.457",,"0",,,
"1742502896.458",,,"2.18",,
"1742502896.46",,,,"0",
"1742502896.461","0",,,,
"1742502896.462",,"0",,,
"1742502896.463",,,"2.18",,
"1742502896.465",,,,"0",
"1742502896.467","0","0",,,
"1742502896.469",,,"2.18",,
"1742502896.47",,,,"0",
"1742502896.472","0","0",,,
"1742502896.474",,,"2.18",,
"1742502896.475",,,,"0",
"1742502896.477","0",,,,
"1742502896.478",,"0",,,
"1742502896.479",,,"2.18",,
"1742502896.48",,,,"0",
"1742502896.482","0",,,,
"1742502896.483",,"0",,,
"1742502896.484",,,"2.19",,
"1742502896.486",,,,"0",
"1742502896.487","0",,,,
"1742502896.488",,"0",,,
"1742502896.489",,,"2.19",,
"1742502896.491",,,,"0",
"1742502896.492","0",,,,
"1742502896.493",,"0",,,
"1742502896.495",,,"2.18",,
"1742502896.496",,,,"0",
"1742502896.498","0","0",,,
"1742502896.5",,,"2.19",,
"1742502896.501",,,,"0",
"1742502896.503","0",,,,
"1742502896.504",,"0",,,
"1742502896.505",,,"2.19",,
"1742502896.506",,,,"0",
"1742502896.508","0",,,,
"1742502896.509",,"0",,,
"1742502896.51",,,"2.19",,
"1742502896.511",,,,"0",
"1742502896.513","0",,,,
"1742502896.514",,"0",,,
"1742502896.515",,,"2.2",,
"1742502896.517",,,,"0",
"1742502896.518","0",,,,
"1742502896.519",,"0",,,
"1742502896.521",,,"2.19",,
"1742502896.522",,,,"0",
"1742502896.524","0","0",,,
"1742502896.526",,,"2.19",,
"1742502896.527",,,,"0",
"1742502896.529","0",,,,
"1742502896.53",,"0",,,
"1742502896.531",,,"2.19",,
"1742502896.532",,,,"0",
"1742502896.534","0",,,,
"1742502896.535",,"0",,,
"1742502896.536",,,"2.19",,
"1742502896.537",,,,"0",
"1742502896.539","0",,,,
"1742502896.54",,"0",,,
"1742502896.541",,,"2.2",,
"1742502896.543",,,,"0",
"1742502896.544","0",,,,
"1742502896.545",,"0",,,
"1742502896.546",,,"2.19",,
"1742502896.548",,,,"0",
"1742502896.55","0","0",,,
"1742502896.552",,,"2.2",,
"1742502896.553",,,,"0",
"1742502896.555","0",,,,
"1742502896.556",,"0",,,
"1742502896.557",,,"2.2",,
"1742502896.558",,,,"0",
"1742502896.56","0",,,,
"1742502896.561",,"0",,,
"1742502896.562",,,"2.2",,
"1742502896.563",,,,"0",
"1742502896.565","0",,,,
"1742502896.566",,"0",,,
"1742502896.567",,,"2.2",,
"1742502896.569",,,,"0",
"1742502896.57","0",,,,
"1742502896.571",,"0",,,
"1742502896.572",,,"2.22",,
"1742502896.574",,,,"0",
"1742502896.576","0","0",,,
"1742502896.578",,,"2.22",,
"1742502896.579",,,,"0",
"1742502896.581","0","0",,,
"1742502896.583",,,"2.25",,
"1742502896.584",,,,"0",
"1742502896.586","0",,,,
"1742502896.587",,"0",,,
"1742502896.588",,,"2.24",,
"1742502896.589",,,,"0",
"1742502896.591","0",,,,
"1742502896.592",,"0",,,
"1742502896.593",,,"2.27",,
"1742502896.595",,,,"0",
"1742502896.596","0",,,,
"1742502896.597",,"0",,,
"1742502896.598",,,"2.28",,
"1742502896.6",,,,"0",
"1742502896.601","0",,,,
"1742502896.602",,"0",,,
"1742502896.604",,,"2.29",,
"1742502896.605",,,,"0",
"1742502896.607","0","0",,,
"1742502896.609",,,"2.3",,
"1742502896.61",,,,"0",
"1742502896.612","0",,,,
"1742502896.613",,"0",,,
"1742502896.614",,,"2.31",,
"1742502896.615",,,,"0",
"1742502896.617","0",,,,
"1742502896.618",,"0",,,
"1742502896.619",,,"2.31",,
"1742502896.621",,,,"0",
"1742502896.622","0",,,,
"1742502896.623",,"0",,,
"1742502896.624",,,"2.31",,
"1742502896.626",,,,"0",
"1742502896.628","0","0",,,
"1742502896.63",,,"2.31",,
"1742502896.631",,,,"0",
"1742502896.633","0",,,,
"1742502896.634",,"0",,,
"1742502896.635",,,"2.29",,
"1742502896.636",,,,"0",
"1742502896.638","0",,,,
"1742502896.639",,"0",,,
"1742502896.64",,,"2.28",,
"1742502896.641",,,,"0",
"1742502896.643","0",,,,
"1742502896.644",,"0",,,
"1742502896.645",,,"2.26",,
"1742502896.647",,,,"0",
"1742502896.648","0",,,,
"1742502896.649",,"0",,,
"1742502896.65",,,"2.25",,
"1742502896.652",,,,"0",
"1742502896.654","0","0",,,
"1742502896.655",,,"2.23",,
"1742502896.657",,,,"0",
"1742502896.659","0","0",,,
"1742502896.661",,,"2.22",,
"1742502896.662",,,,"0",
"1742502896.664","0",,,,
"1742502896.665",,"0",,,
"1742502896.666",,,"2.22",,
"1742502896.668",,,,"0",
"1742502896.669","0",,,,
"1742502896.67",,"0",,,
"1742502896.671",,,"2.22",,
"1742502896.673",,,,"0",
"1742502896.674","0",,,,
"1742502896.675",,"0",,,
"1742502896.676",,,"2.21",,
"1742502896.678",,,,"0",
"1742502896.679","0",,,,
"1742502896.68",,"0",,,
"1742502896.681",,,"2.21",,
"1742502896.683",,,,"0",
"1742502896.685","0",,,,
"1742502896.686",,"0",,,
"1742502896.687",,,"2.21",,
"1742502896.688",,,,"0",
"1742502896.69","0",,,,
"1742502896.691",,"0",,,
"1742502896.692",,,"2.2",,
"1742502896.693",,,,"0",
"1742502896.695","0",,,,
"1742502896.696",,"0",,,
"1742502896.697",,,"2.2",,
"1742502896.699",,,,"0",
"1742502896.7","0",,,,
"1742502896.701",,"0",,,
"1742502896.702",,,"2.21",,
"1742502896.704",,,,"0",
"1742502896.705","0",,,,
"1742502896.706",,"0",,,
"1742502896.708",,,"2.2",,
"1742502896.709",,,,"0",
"1742502896.711","0","0",,,
"1742502896.713",,,"2.2",,
"1742502896.714",,,,"0",
"1742502896.716","0",,,,
"1742502896.717",,"0",,,
"1742502896.718",,,"2.2",,
"1742502896.719",,,,"0",
"1742502896.721","0",,,,
"1742502896.722",,"0",,,
"1742502896.723",,,"2.21",,
"1742502896.724",,,,"0",
"1742502896.726","0",,,,
"1742502896.727",,"0",,,
"1742502896.728",,,"2.21",,
"1742502896.73",,,,"0",
"1742502896.731","0",,,,
"1742502896.732",,"0",,,
"1742502896.733",,,"2.2",,
"1742502896.735",,,,"0",
"1742502896.737","0","0",,,
"1742502896.739",,,"2.16",,
"1742502896.74",,,,"0",
"1742502896.742","0","0",,,
"1742502896.744",,,"2.13",,
"1742502896.745",,,,"0",
"1742502896.747","0",,,,
"1742502896.748",,"0",,,
"1742502896.749",,,"2.13",,
"1742502896.75",,,,"0",
"1742502896.752","0",,,,
"1742502896.753",,"0",,,
"1742502896.754",,,"2.24",,
"1742502896.756",,,,"0",
"1742502896.757","0",,,,
"1742502896.758",,"0",,,
"1742502896.76",,,"2.47",,
"1742502896.761",,,,"0",
"1742502896.763","0","0",,,
"1742502896.765",,,"2.77",,
"1742502896.766",,,,"0",
"1742502896.768","0",,,,
"1742502896.769",,"0",,,
"1742502896.77",,,"3.01",,
"1742502896.771",,,,"5",
"1742502896.774","1",,,,
"1742502896.776",,"0",,,
"1742502896.778",,"1",,,
"1742502896.779",,,"2.6",,
"1742502896.781",,,,"0",
"1742502896.782","0",,,,
"1742502896.783",,"0",,,
"1742502896.784",,,"2.3",,
"1742502896.786",,,,"0",
"1742502896.788","0","0",,,
"1742502896.79",,,"2.12",,
"1742502896.791",,,,"0",
"1742502896.793","0",,,,
"1742502896.794",,"0",,,
"1742502896.795",,,"2.03",,
"1742502896.796",,,,"0",
"1742502896.798","0",,,,
"1742502896.799",,"0",,,
"1742502896.8",,,"2.01",,
"1742502896.801",,,,"0",
"1742502896.803","0",,,,
"1742502896.804",,"0",,,
"1742502896.805",,,"2.02",,
"1742502896.807",,,,"0",
"1742502896.808","0",,,,
"1742502896.809",,"0",,,
"1742502896.811",,,"2.06",,
"1742502896.812",,,,"0",
"1742502896.814","0","0",,,
"1742502896.816",,,"2.12",,
"1742502896.817",,,,"0",
"1742502896.819","0",,,,
"1742502896.82",,"0",,,
"1742502896.822",,,"2.16","0",
"1742502896.824","0",,,,
"1742502896.825",,"0",,,
"1742502896.826",,,"2.18",,
"1742502896.828",,,,"0",
"1742502896.829","0",,,,
"1742502896.83",,"0",,,
"1742502896.831",,,"2.19",,
"1742502896.833",,,,"0",
"1742502896.834","0",,,,
"1742502896.835",,"0",,,
"1742502896.836",,,"2.19",,
"1742502896.838",,,,"0",
"1742502896.84","0","0",,,
"1742502896.841",,,"2.2",,
"1742502896.843",,,,"0",
"1742502896.845","0",,,,
"1742502896.846",,"0",,,
"1742502896.847",,,"2.21",,
"1742502896.848",,,,"0",
"1742502896.85","0",,,,
"1742502896.851",,"0",,,
"1742502896.852",,,"2.21",,
"1742502896.853",,,,"0",
"1742502896.855","0",,,,
"1742502896.856",,"0",,,
"1742502896.857",,,"2.21",,
"1742502896.859",,,,"0",
"1742502896.86","0",,,,
"1742502896.861",,"0",,,
"1742502896.862",,,"2.22",,
"1742502896.864",,,,"0",
"1742502896.865","0",,,,
"1742502896.866",,"0",,,
"1742502896.867",,,"2.23",,
"1742502896.869",,,,"0",
"1742502896.871","0","0",,,
"1742502896.873",,,"2.23",,
"1742502896.874",,,,"0",
"1742502896.876","0",,,,
"1742502896.877",,"0",,,
"1742502896.878",,,"2.24",,
"1742502896.879",,,,"0",
"1742502896.881","0",,,,
"1742502896.882",,"0",,,
"1742502896.883",,,"2.25",,
"1742502896.885",,,,"0",
"1742502896.886","0",,,,
"1742502896.887",,"0",,,
"1742502896.888",,,"2.26",,
"1742502896.89",,,,"0",
"1742502896.891","0",,,,
"1742502896.892",,"0",,,
"1742502896.894",,,"2.27",,
"1742502896.895",,,,"0",
"1742502896.897","0","0",,,
"1742502896.899",,,"2.28",,
"1742502896.9",,,,"0",
"1742502896.902","0",,,,
"1742502896.903",,"0",,,
"1742502896.904",,,"2.29",,
"1742502896.905",,,,"0",
"1742502896.907","0",,,,
"1742502896.908",,"0",,,
"1742502896.909",,,"2.31",,
"1742502896.91",,,,"0",
"1742502896.912","0",,,,
"1742502896.913",,"0",,,
"1742502896.914",,,"2.32",,
"1742502896.916",,,,"0",
"1742502896.917","0",,,,
"1742502896.918",,"0",,,
"1742502896.919",,,"2.33",,
"1742502896.921",,,,"0",
"1742502896.923","0","0",,,
"1742502896.925",,,"2.34",,
"1742502896.926",,,,"0",
"1742502896.928","0",,,,
"1742502896.929",,"0",,,
"1742502896.93",,,"2.36",,
"1742502896.931",,,,"0",
"1742502896.933","0",,,,
"1742502896.934",,"0",,,
"1742502896.935",,,"2.38",,
"1742502896.936",,,,"0",
"1742502896.938","0",,,,
"1742502896.939",,"0",,,
"1742502896.94",,,"2.39",,
"1742502896.942",,,,"0",
"1742502896.943","0",,,,
"1742502896.944",,"0",,,
"1742502896.945",,,"2.4",,
"1742502896.947",,,,"0",
"1742502896.949","0","0",,,
"1742502896.951",,,"2.42",,
"1742502896.952",,,,"0",
"1742502896.954","0","0",,,
"1742502896.956",,,"2.43",,
"1742502896.957",,,,"0",
"1742502896.959","0",,,,
"1742502896.96",,"0",,,
"1742502896.961",,,"2.45",,
"1742502896.962",,,,"0",
"1742502896.964","0",,,,
"1742502896.965",,"0",,,
"1742502896.966",,,"2.46",,
"1742502896.968",,,,"0",
"1742502896.969","0",,,,
"1742502896.97",,"0",,,
"1742502896.971",,,"2.46",,
"1742502896.973",,,,"0",
"1742502896.975","0","0",,,
"1742502896.977",,,"2.47",,
"1742502896.978",,,,"0",
"1742502896.98","0","0",,,
"1742502896.982",,,"2.47",,
"1742502896.983",,,,"0",
"1742502896.985","0",,,,
"1742502896.986",,"0",,,
"1742502896.987",,,"2.47",,
"1742502896.989",,,,"0",
"1742502896.99","0",,,,
"1742502896.991",,"0",,,
"1742502896.992",,,"2.46",,
"1742502896.994",,,,"0",
"1742502896.995","0",,,,
"1742502896.996",,"0",,,
"1742502896.998",,,"2.45",,
"1742502896.999",,,,"0",
"1742502897.003","0","0","2.43",,
"1742502897.004",,,,"0",
"1742502897.006","0",,,,
"1742502897.007",,"0",,,
"1742502897.008",,,"2.41",,
"1742502897.009",,,,"0",
"1742502897.011","0",,,,
"1742502897.012",,"0",,,
"1742502897.013",,,"2.38",,
"1742502897.014",,,,"0",
"1742502897.016","0",,,,
"1742502897.017",,"0",,,
"1742502897.018",,,"2.35",,
"1742502897.02",,,,"0",
"1742502897.021","0",,,,
"1742502897.022",,"0",,,
"1742502897.023",,,"2.32",,
"1742502897.025",,,,"0",
"1742502897.026","0",,,,
"1742502897.027",,"0",,,
"1742502897.029",,,"2.29",,
"1742502897.03",,,,"0",
"1742502897.032","0",,,,
"1742502897.033",,"0",,,
"1742502897.034",,,"2.27",,
"1742502897.035",,,,"0",
"1742502897.037","0",,,,
"1742502897.038",,"0",,,
"1742502897.039",,,"2.24",,
"1742502897.04",,,,"0",
"1742502897.042","0",,,,
"1742502897.043",,"0",,,
"1742502897.044",,,"2.22",,
"1742502897.046",,,,"0",
"1742502897.047","0",,,,
"1742502897.048",,"0",,,
"1742502897.049",,,"2.2",,
"1742502897.051",,,,"0",
"1742502897.052","0",,,,
"1742502897.053",,"0",,,
"1742502897.055",,,"2.18",,
"1742502897.056",,,,"0",
"1742502897.058","0",,,,
"1742502897.059",,"0",,,
"1742502897.06",,,"2.17",,
"1742502897.061",,,,"0",
"1742502897.063","0",,,,
"1742502897.064",,"0",,,
"1742502897.065",,,"2.16",,
"1742502897.066",,,,"0",
"1742502897.068","0",,,,
"1742502897.069",,"0",,,
"1742502897.07",,,"2.14",,
"1742502897.071",,,,"0",
"1742502897.073","0",,,,
"1742502897.074",,"0",,,
"1742502897.075",,,"2.14",,
"1742502897.077",,,,"0",
"1742502897.078","0",,,,
"1742502897.079",,"0",,,
"1742502897.08",,,"2.13",,
"1742502897.082",,,,"0",
"1742502897.083","0",,,,
"1742502897.084",,"0",,,
"1742502897.086",,,"2.12",,
"1742502897.087",,,,"0",
"1742502897.089","0",,,,
"1742502897.09",,"0",,,
"1742502897.091",,,"2.11",,
"1742502897.092",,,,"0",
"1742502897.094","0",,,,
"1742502897.095",,"0",,,
"1742502897.096",,,"2.12",,
"1742502897.097",,,,"0",
"1742502897.099","0",,,,
"1742502897.1",,"0",,,
"1742502897.101",,,"2.13",,
"1742502897.103",,,,"0",
"1742502897.104","0",,,,
"1742502897.105",,"0",,,
"1742502897.106",,,"2.12",,
"1742502897.108",,,,"0",
"1742502897.11","0","0",,,
"1742502897.112",,,"2.13",,
"1742502897.113",,,,"0",
"1742502897.115","0",,,,
"1742502897.116",,"0",,,
"1742502897.117",,,"2.13",,
"1742502897.118",,,,"0",
"1742502897.12","0",,,,
"1742502897.121",,"0",,,
"1742502897.122",,,"2.13",,
"1742502897.124",,,,"0",
"1742502897.125","0",,,,
"1742502897.126",,"0",,,
"1742502897.127",,,"2.14",,
"1742502897.129",,,,"0",
"1742502897.13","0",,,,
"1742502897.131",,"0",,,
"1742502897.132",,,"2.14",,
"1742502897.134",,,,"0",
"1742502897.135","0",,,,
"1742502897.136",,"0",,,
"1742502897.138",,,"2.14",,
"1742502897.139",,,,"0",
"1742502897.141","0","0",,,
"1742502897.143",,,"2.15",,
"1742502897.144",,,,"0",
"1742502897.146","0",,,,
"1742502897.147",,"0",,,
"1742502897.148",,,"2.15",,
"1742502897.149",,,,"0",
"1742502897.151","0",,,,
"1742502897.152",,"0",,,
"1742502897.153",,,"2.16",,
"1742502897.155",,,,"0",
"1742502897.156","0",,,,
"1742502897.157",,"0",,,
"1742502897.158",,,"2.16",,
"1742502897.16",,,,"0",
"1742502897.161","0",,,,
"1742502897.162",,"0",,,
"1742502897.164",,,"2.16",,
"1742502897.165",,,,"0",
"1742502897.167","0","0",,,
"1742502897.169",,,"2.17",,
"1742502897.17",,,,"0",
"1742502897.172","0",,,,
"1742502897.173",,"0",,,
"1742502897.174",,,"2.17",,
"1742502897.175",,,,"0",
"1742502897.177","0",,,,
"1742502897.178",,"0",,,
"1742502897.179",,,"2.17",,
"1742502897.181",,,,"0",
"1742502897.182","0",,,,
"1742502897.183",,"0",,,
"1742502897.184",,,"2.17",,
"1742502897.186",,,,"0",
"1742502897.187","0",,,,
"1742502897.188",,"0",,,
"1742502897.19",,,"2.18",,
"1742502897.191",,,,"0",
"1742502897.193","0","0",,,
"1742502897.195",,,"2.17",,
"1742502897.196",,,,"0",
"1742502897.198","0","0",,,
"1742502897.2",,,"2.18",,
"1742502897.201",,,,"0",
"1742502897.203","0",,,,
"1742502897.204",,"0",,,
"1742502897.205",,,"2.19",,
"1742502897.207",,,,"0",
"1742502897.208","0",,,,
"1742502897.209",,"0",,,
"1742502897.21",,,"2.19",,
"1742502897.212",,,,"0",
"1742502897.213","0",,,,
"1742502897.214",,"0",,,
"1742502897.216",,,"2.19",,
"1742502897.217",,,,"0",
"1742502897.219","0","0",,,
"1742502897.221",,,"2.19",,
"1742502897.222",,,,"0",
"1742502897.224","0",,,,
"1742502897.225",,"0",,,
"1742502897.226",,,"2.19",,
"1742502897.227",,,,"0",
"1742502897.229","0",,,,
"1742502897.23",,"0",,,
"1742502897.231",,,"2.2",,
"1742502897.232",,,,"0",
"1742502897.234","0",,,,
"1742502897.235",,"0",,,
"1742502897.236",,,"2.2",,
"1742502897.243","0","0","2.2","0",
"1742502897.244",,,,"0",
"1742502897.245","0",,,,
"1742502897.246",,"0",,,
"1742502897.247",,,"2.2",,
"1742502897.248",,,,"0",
"1742502897.25","0",,,,
"1742502897.251",,"0",,,
"1742502897.252",,,"2.2",,
"1742502897.253",,,,"0",
"1742502897.255","0",,,,
"1742502897.256",,"0",,,
"1742502897.257",,,"2.2",,
"1742502897.258",,,,"0",
"1742502897.26","0",,,,
"1742502897.261",,"0",,,
"1742502897.262",,,"2.2",,
"1742502897.264",,,,"0",
"1742502897.266","0","0",,,
"1742502897.267",,,"2.2",,
"1742502897.269",,,,"0",
"1742502897.27","0",,,,
"1742502897.271",,"0",,,
"1742502897.273",,,"2.2",,
"1742502897.274",,,,"0",
"1742502897.276","0",,,,
"1742502897.277",,"0",,,
"1742502897.278",,,"2.2",,
"1742502897.279",,,,"0",
"1742502897.281","0",,,,
"1742502897.282",,"0",,,
"1742502897.283",,,"2.21",,
"1742502897.284",,,,"0",
"1742502897.286","0",,,,
"1742502897.287",,"0",,,
"1742502897.288",,,"2.21",,
"1742502897.29",,,,"0",
"1742502897.291","0",,,,
"1742502897.292",,"0",,,
"1742502897.293",,,"2.21",,
"1742502897.295",,,,"0",
"1742502897.297","0","0",,,
"1742502897.299",,,"2.22",,
"1742502897.3",,,,"0",
"1742502897.302","0",,,,
"1742502897.303",,"0",,,
"1742502897.304",,,"2.22",,
"1742502897.305",,,,"0",
"1742502897.307","0",,,,
"1742502897.308",,"0",,,
"1742502897.309",,,"2.21",,
"1742502897.31",,,,"0",
"1742502897.312","0",,,,
"1742502897.313",,"0",,,
"1742502897.314",,,"2.22",,
"1742502897.316",,,,"0",
"1742502897.317","0",,,,
"1742502897.318",,"0",,,
"1742502897.319",,,"2.22",,
"1742502897.321",,,,"0",
"1742502897.322","0",,,,
"1742502897.323",,"0",,,
"1742502897.325",,,"2.22",,
"1742502897.326",,,,"0",
"1742502897.328","0","0",,,
"1742502897.33",,,"2.23",,
"1742502897.331",,,,"0",
"1742502897.333","0",,,,
"1742502897.334",,"0",,,
"1742502897.335",,,"2.23",,
"1742502897.336",,,,"0",
"1742502897.338","0",,,,
"1742502897.339",,"0",,,
"1742502897.34",,,"2.23",,
"1742502897.342",,,,"0",
"1742502897.343","0",,,,
"1742502897.344",,"0",,,
"1742502897.345",,,"2.23",,
"1742502897.347",,,,"0",
"1742502897.348","0",,,,
"1742502897.349",,"0",,,
"1742502897.35",,,"2.24",,
"1742502897.352",,,,"0",
"1742502897.353","0",,,,
"1742502897.354",,"0",,,
"1742502897.356",,,"2.23",,
"1742502897.357",,,,"0",
"1742502897.359","0",,,,
"1742502897.36",,"0",,,
"1742502897.361",,,"2.25",,
"1742502897.362",,,,"0",
"1742502897.364","0",,,,
"1742502897.365",,"0",,,
"1742502897.366",,,"2.26",,
"1742502897.367",,,,"0",
"1742502897.369","0",,,,
"1742502897.37",,"0",,,
"1742502897.371",,,"2.27",,
"1742502897.373",,,,"0",
"1742502897.374","0",,,,
"1742502897.375",,"0",,,
"1742502897.376",,,"2.29",,
"1742502897.378",,,,"0",
"1742502897.38","0","0",,,
"1742502897.382",,,"2.3",,
"1742502897.383",,,,"0",
"1742502897.385","0","0",,,
"1742502897.387",,,"2.31",,
"1742502897.388",,,,"0",
"1742502897.39","0",,,,
"1742502897.391",,"0",,,
"1742502897.392",,,"2.32",,
"1742502897.393",,,,"0",
"1742502897.395","0",,,,
"1742502897.396",,"0",,,
"1742502897.397",,,"2.33",,
"1742502897.398",,,,"0",
"1742502897.4","0",,,,
"1742502897.401",,"0",,,
"1742502897.402",,,"2.33",,
"1742502897.404",,,,"0",
"1742502897.406","0","0",,,
"1742502897.407",,,"2.33",,
"1742502897.409",,,,"0",
"1742502897.411","0","0",,,
"1742502897.413",,,"2.33",,
"1742502897.414",,,,"0",
